,RMemberId,RMemberName,RObjId,RContent,replydate
27,255333,rainpole,1243748,m3p在你这里加速3.83就很离谱，车涯排名前列的全都是tsl，m3p随便谁测都在3.6左右，0.2秒多的差距可不止两三个车身了，001和汉我也都试驾过，舒适感都营造的不错，但要说崩直线，谈驾控真是差m3p几条街了,5小时前
28,77869223,Queen0223,1243748,你高速开90？ 能不能正常点 城市60 高速120来测 否则买回家才骂娘,6小时前
29,8531979,okfss,1243748,配置很漂亮，测试的时候能不能测一个最短续航，满载4个成年人，冬天零下10度，打开空调暖风最大，音响灯光都打开，高速安全的情况下行驶顶着120KM最高限速跑。跑高速电动汽车毕竟不能跟加油的车比，有了最低续航那自己开的时候心里就有底了。,6小时前
30,40899592,BoS_Auto,1243748,目前我心目中电动车的理想车型,6小时前
31,918108,大头鱼1,1243748,一看小编这个测试，高速要测续航，肯定是最软的经济模式测试的，底盘当然软，当然会拉不住！<br/>如果是运动模式，底盘会硬不少！<br/>另外这个车有个设置，可以把底盘和转向设置成运动模式，选用经济电门！<br/>你不会用车，不能怪车子悬挂太软,6小时前
32,30374435,Sk372,1243748,这种折算测试都不准，100度电池能用的也就80%，这个电耗高速续航估计也就400KM左右了,6小时前
33,239519072,佛山车友7052913,1243748,插电口这么脏呢，不防尘吗,6小时前
34,10511490,车友2589580,1243748,真正好车，值得细品,7小时前
35,21716096,zengzk,1243748,表现很好了。支持。,13小时前
36,7914564,ainihaizii,1243748,上下跳动➕左右晃动，那后排乘客坐着不是很容易晕车想吐？,14小时前
37,4283891,杭州车友9170619,1243748,机械牛逼，人机垃圾，机械素质可以和model S比一比，制造工艺和用料都很OK，四门两盖前叶子板都是铝合金，有机会可以去厂里看一下，无脑喷的可以歇歇了，吉利是一边骂一边看着他做起来的，没有人比台州人更懂吉利，等车机改款，芯片替换，值得入手,15小时前
38,37934422,洋葱的下午茬,1243748,这个续航确实牛逼,15小时前
39,41688815,捌级大狂风,1243748,我总感觉像赶作业出来的半成品，别喷我……,16小时前
40,3085513,lostlim,1243748,开过同事老公的车，确实是好车,17小时前
41,15838784,A1exander丶Kim,1239397,第一我是车主，海豚是家里增购的第三台车。综合来说，海豚在这个价位卡得很好。十万以下配置不足，以上的话功能溢出。时尚版或者自由版该有的都有。本人坐标广州黄埔区，2021年12月广州气温15度出头（不用开空调也不开暖气），我开的平均电耗是11出头，媳妇开是9，基本70%是广州市郊+30%城市快速路。到了最冷的2022年2月中旬需要开制热，我开大概是14，媳妇开大概是12。上周开始热了去了趟160KM的周边城市，高速路跑，2档空调制冷22度，我自己开去程大部分上坡15-17，回城大部分下坡13-14（因为只能看到近50公里能耗，我只能给范围值），真实实测，现在车子已经3500KM，刚好今天去首保，希望对犹豫的人有帮助，这台车如果对于增购汽车或者女生开的家庭来说，产品力真的强。有疑问的可以私信我，我偶尔会上。答疑问题也只是真心觉得这车不错，想推荐给更多的人。我并不是车tuo，免喷，谢谢,2022-03-03 22:49:04
42,40185220,完顏若雪,1239397,我觉得从产品里到价位，都挺合适的<br/>就是能不能把这个悬浮旋转ipad换了啊。。。哎。。。<br/>现在比亚迪的车啥啥感觉都挺好，就是一看见这个ipad就不想买了，土的掉渣,8分钟前
43,1337428,cui555,1239397,问一下，特斯拉的家用充电桩能充吗？,1小时前
44,7710159,faaaaat,1239397,为毛没有座椅加热呢？对北方人不友好啊。,2小时前
45,4314526,远古灰太狼,1239397,关键订车得3个月，刺激,2小时前
46,4219652,闲庭信步168,1239397,比亚迪从去年开始突然开窍，新推出的产品都有脱胎换骨的感觉，进步很大,2小时前
47,18045764,ad601,1239397,6,3小时前
48,238369188,吞下余辉,1239397,在语音控制方面，DiLink系统的语音识别率令人满意，日常的导航，调节空调，车窗，天窗和多媒体等功能成功率高。我最常用的就是语音开启电台，直接说“我想听FM****”，成功率基本是100%，以至于我虽然天天听电台，但到现在都没发现开启电台的触摸按键在哪里，语音控制未来也将成为车载多媒体控制的主流方式。,5小时前
49,103877299,北海车友4839419,1239397,内饰过于复杂，其他还好,5小时前
50,238531491,进击的車車,1239397,海豚在硬件方面是比亚迪的家族式配置，5英寸的全液晶仪表盘和12.8英寸的可旋转触摸屏，放到同级别中也是中上水平。全液晶仪表盘看起来有点小，但实际信息显示十分齐全，驾驶常用的时速，续航里程，电量，驾驶模式，时间等信息都一目了然，是个很实用的配置。,5小时前
51,5316096,好雷雷,1239397,国产之光,6小时前
52,5316096,好雷雷,1239397,还不错啊,6小时前
53,3914883,青A47334,1239397,看看,19小时前
54,8062611,成都车友6282330,1239397,帅气文文,1天前
55,98951640,龏寔旎谶鎶,1239397,拉挎，垃圾得很,1天前
56,73908968,赋值,1239397,电耗真高啊，id3比海豚重，电耗也就12左右，时速50左右,1天前
57,4230937,yunhall,1239397,专业测评团队，呸，拿了钱把电动车和燃油车比。,1天前
58,4030351,Alvinmajor,1239397,7.*秒的10万油车可以说动力强，电车只能算及格，5.5*秒良好4.*秒优秀~,2天前
59,6509701,ultracool,1239397,不管贵贱，byd的车总给人一种廉价、山寨的感觉，能做到这点也是不容易,2天前
60,230318425,子曾经曰过,1239397,避免“长时间使用车辆”，避免“长时间”高速或慢速行驶，我想知道“长时间”能不能量化？多长时间算长时间？,2天前
61,194496027,杭州车友0640972,1239397,16款Polo液压助力？？？？,2天前
62,786391,sanpilang,1239397,哦,2天前
63,16883169,有时有爱,1239397,越开越喜爱的好车。,4天前
64,27805889,讨厌黑内饰,1239397,感觉各种提示音好有MP4的感觉  翁鸣的声音可以自己设置就好玩了,4天前
65,234436246,德州车友7482459,1239397,自古评论出人才,5天前
66,3276703,koala2022,1239397,看看,5天前
67,238618870,南昌车友5003325,1239397,加速不是家用电动车的诉求，家庭成员的舒适性才是最重要的。,6天前
68,732501,鸣尕,1239397,看看,6天前
69,184064730,aah9dkbzivx,1239397,总感觉这些电动车就是老头乐套上一个好一点的外壳再加上汽车应有的内饰和电子设备,8天前
70,81062816,MOTOFANS2018,1239397,致敬宝马i3,10天前
71,197844056,鄂尔多斯车友3299899,1239397,电车保养那些项目？简单介绍一下保养成本吧,10天前
72,4704525,诸葛恐明,1239397,为什么电动车老愿意用全景天窗？老觉得这样不安全,11天前
73,240231812,无所谓0996,1239397,明明有几何apri的6.9s的不比，非要比三年前的老款,11天前
74,234464873,菏泽车友7949884,1239397,优越的驾驭体验,11天前
75,295487,深圳车友5653153,1239397,比亚迪海豚确实垃圾，不建议大家购买，这样我可以早点提车。,12天前
76,8516113,杜邦牛哥,1239397,一定要坚持涨价哦,12天前
77,1078409,poiuy000,1239397,电耗太高了，电机电控看来还是不行。其实能出个敞篷版我觉得这也不是问题,13天前
78,1701857,cuncxc,1239397,小型车，还有这外观，这续航，顶多值10万，结果被吹到13万多，固定凉凉！,14天前
79,21675098,ailix,1239397,不要吹了，做工和用料太次了。另外宣称2700的轴距，后排实在太小。一米七五的人坐进去都别扭。卖的那么贵，还连续涨价。这是要凉的节奏。,14天前
80,29446920,天涯人已老,1239397,其实小车没必要做成这个样子，参考一下Kcar，让车内空间大一点，对车主更友好！,14天前
81,9549832,turegreeman,1239397,开这种小车的人还讲究百公里加速？不要命了,14天前
82,227969746,没有最强只有更强,1239397,666,14天前
83,5364683,梦的思念,1239397,我也比较喜欢这车,14天前
84,69910436,成都车友3209614,1239397,太骄贵。,14天前
85,231583561,之家车友6001306,1239397,挺乖巧的……,15天前
86,238532426,南城北往城南走,1239397,加油啊,16天前
87,1701857,cuncxc,1239397,确实太难看了，价格也太高！,16天前
88,100366474,杭州车友2221752,1239397,提车行驶了一个多月，整体都比较出色，特别是动力和底盘，10万左右的车子底盘稳定性是真的赞，续航里程不开空调情况下基本维持在370公里左右，性价比吊打好猫 哪吒,16天前
89,17121597,西陵小猪,1239397,对电车没什么好感,17天前
90,19404944,SA20131201,1239397,车太小，车子长度可以短，但是宽度打折就不厚道了，1850是底线,17天前
91,5611173,读书人小朴,1243794,这车要是把底盘给搞上去就厉害大了,1小时前
92,1337428,cui555,1243794,加速7.3秒，刹车44米。。啊这,1小时前
93,1574868,二档7300,1243794,这刹车有点儿拉胯啊,2小时前
94,9859310,tmac5201987,1243794,15万的车就不要谈用车成本低了，还不如买10万的车。,3小时前
95,10830238,与梦飞行,1243794,前期来看插电式混动是成本很低，但是随着时间的推移就不一定了，因为你有两套动力系统都需要维护，都需要保养，随着年限增加故障率也是成倍增长……,4小时前
96,1417269,我起我发,1243794,比亚迪唯一不行的普遍性刹车距离长,4小时前
97,4279955,frankjx,1243794,这刹车跟大货车有一拼了。,5小时前
98,15942935,凉山彝族自治州车友7052917,1243794,不知道为什么除了汽车之家，其他的媒体测试的秦P dm-i加速都是在7.5s上下，刹车距离基本就没有进过39米……  秦plus的刹车比星瑞还好就过分了！  星瑞很多测试中可都是36-38米,5小时前
99,757767,qoosong3,1243794,这刹车是真的辣鸡,5小时前
100,97708828,广东噶靓仔,1243794,这样一看，刹车制动，麋鹿测试。底盘质感都比卡罗拉双擎差，落地价格还差不多！我选卡罗拉果然没错，关键是比亚迪的底盘真垃圾，跟板车一样，还跟我说路况清晰，笑死人,6小时前
101,9511879,熊大1994,1243794,刹车44米多，也太差了吧,6小时前
102,786391,sanpilang,1243794,哦,7小时前
103,211715630,好为人徒,1243794,油耗测试平均时速30多太低了吧，这个车中高速啥油耗？期待中,7小时前
104,12028090,现代35车主之一,1243794,底盘是比亚迪最差的地方，他也不会改,7小时前
105,14323316,Zhangjiany198731,1243794,反正我下一台车肯定是比亚迪的新能源了，燃油车用车成本真的太高了，收入又不见涨，真的感觉生压力好大,9小时前
106,80584602,满车战斗痕迹,1243794,缺点太多，高速动力弱费油，市区仅比纯燃油车省2-3毛钱一公里，维护保养的时候燃油车那一整套一样也少不了，电池组还要维护，15万买个比亚迪。。。,9小时前
107,26254087,周俊义ZJY_16888,1243794,混动和油车比每公里省2-3毛钱那么一万公里计算能省2000-3000元油费？🈶️大神嘛？求指教啦……,12小时前
108,56323730,rengouzhu9,1243794,需要充电的混动纯电都麻烦，不充电的混动是个选择,13小时前
109,56323730,rengouzhu9,1243794,混动高速电用完了，就变1.5自吸，动力太弱,13小时前
110,56323730,rengouzhu9,1243794,太贵了，花15买个比亚迪a级车，起码多花了5万，5万我可以加多少油了？据说新能源车折旧率很高，家里没买车位，租的，每天回家都要现找充电车位,13小时前
111,9068304,CanTon捞yes,1243794,驱逐舰在满油满电的情况下，续航能力可以超过1000km，并且可以在一两个小时之内满血复活。[棒棒哒][棒棒哒][棒棒哒],14小时前
112,12807814,彬彬酱说滴,1243794,刹车距离比改款前的CX-5还夸张,14小时前
113,4756868,风满楼堂主,1243794,省油不省钱。算了吧,14小时前
114,53457707,午夜骑士X,1243794,名字取的太大了怕是压不住学学哈佛猫猫狗狗的多好,14小时前
115,61921022,邂尐泉,1243794,花十万买台车  再花5万加油不香吗,14小时前
116,210233271,无锡车友3695184,1243794,我讨厌那2块屏幕,14小时前
117,6549438,蒲公英小象,1243794,说到比亚迪就只想到电池很厉害 然后再想到DMI技术很厉害 至于车...... 额...... 样子一般 内饰一般 轮毂真的看起来也......,15小时前
118,15620561,酱油达人,1243794,除了dmi，其他方面一无是处啊。2022年的今天，44米的刹车距离，难为比亚迪了,15小时前
119,9047288,wjhyzca,1243794,跟那几家比，刀片电池是重要强项，其它很一般，也包括性价比,16小时前
120,62255522,咬了一口小苹果,1243794,比亚迪造车就是不行，还得加把劲。,16小时前
121,588554,草莓baby,1243794,为什么不直接买秦？,17小时前
122,9084846,我随便逛逛吧,1243794,这种和增程式电车有什么区别吗？,18小时前
123,8693943,情如朝露,1243794,后板悬？后面用独立的成本高很多吗？,19小时前
124,203143186,宿迁车友8755208,1243794,那么大的综合马力和扭矩，就这速度？,19小时前
125,66358172,高渐离恋雪女,1243794,测试亏电加速啊,19小时前
126,66358172,高渐离恋雪女,1243794,把55的测试一下啊  肯定不一样,19小时前
127,214611166,unknown810,1243794,44m是来搞笑的吗？？？,19小时前
128,27723547,青岛车友0082115,1243794,结果没电油耗才4.6？,19小时前
129,3090088,plutoy,1243794,刹车有点拉垮， 是轮胎的原因还是刹车系统的原因呢？  轿车的刹车成绩一般都能刹进40米以内的。,20小时前
130,15281931,彼方的一叶,1243794,差,20小时前
131,72559765,一蓑烟雨任平生1052,1243794,就说这玩意到底跟秦有什么区别？为什么非要细分出来？,21小时前
132,238381882,冰墩墩哈,1243794,666,22小时前
133,238381882,冰墩墩哈,1243794,666,22小时前
134,29566999,Campione延帝,1243794,刹车距离真的是硬伤，换轮胎也少不了几米………高速就怕刹不住[恐惧]宁愿加速慢个1秒，刹车至少40以内啊,22小时前
135,9397319,韩明哲,1243794,美国人日本人一听，啥，中国航母批量生产了，月产两万？,22小时前
136,9397319,韩明哲,1243794,航空母舰正在路上,22小时前
137,1059232,涨见识了,1243794,刹车成绩44米就太差了吧！秦不是只有38米吗？为什么相差这么多？,22小时前
138,185713451,无锡车友5842481,1243794,昨天晚上去看过这车了，4780mm简直就是中型车了，引擎仓长，后排空间也大，估计动力一般。,22小时前
139,6158854,北京车友3132888,1243794,这百公里刹车还不如用脚,1天前
140,105212822,ap6a7ntx8,1243794,满油满电，高速能跑1000公里吗,1天前
141,15404085,libisomen,1243749,内饰太丰田,56分钟前
142,12512732,来源爱说笑,1243749,皮质材质均为人工合成，甚至全车内也未有一处与木材相关的材质，目的是彰显雷克萨斯在环保方面的决心和理念——要脸不？ 把真皮换成初剪羊毛和山羊绒，木材换成碳纤维，那叫为了环保，都换成塑料和人造革，那叫节约成本。,6小时前
143,26138686,fengyunzhu,1243749,方向盘12点和6点位置怎么同时握,6小时前
144,2055934,腾讯,1243749,高科技电瓶车,7小时前
145,9708300,caicai445,1243749,然后50万起步，还加价，活该没人买，电车还得看国产品牌！,8小时前
146,2275235,白马王爷777,1243749,嗯，这方向盘，就怕遇到紧急情况下意识去掏方向盘，结果掏了空......不敢想。,11小时前
147,36808228,深圳车友9069866,1243749,抵制美日，支持国产,11小时前
148,15856343,Xrich,1243749,凌志的bz4x,18小时前
149,70751752,芥末与香菜,1243749,这内饰是真不行[棒棒哒],19小时前
150,12936638,SCGs,1243749,Yue 了，收钱办事，屎都好吃,19小时前
151,76906478,Plusssss,1243749,漂亮，喜欢,20小时前
152,171916414,之家车友7636011,1243749,在丑这方面，鬼子车从来就没让人失望过，全是杀马特，,20小时前
153,181701955,明月5298,1243749,车子奇丑无比哦,20小时前
154,239295808,南宁车友2055563,1243749,不好看，丑,20小时前
155,48204281,我想说你1211,1243749,我给大家讲个笑话：雷车，运动。,21小时前
156,6960765,太原车友6079403,1243749,这不卖个七八十万，都对不起这个logo,21小时前
157,39341314,揪颈发紫,1243749,这不是长安UNI-V么？,21小时前
158,12523327,23iud55c,1243749,环保你打算把核废水排到太平洋？现在还打算弄到海外去？,23小时前
159,177743662,广东Ly,1243749,论设计 还有制造质感，雷车确实很不错,23小时前
160,298038,yt_qxd,1243749,线控转向，会越来越多,23小时前
161,253445,carmu,1243749,无论外观细节还是内饰以及车机，无不看出，丰田真的老了。对比小编开头那一通所谓“独立思考、理智行动”的吹捧，感觉真的挺可叹的。,23小时前
162,69872947,深圳车友9381580,1243749,换了个LOGO，看看还有没有人说后排狗头窗，，，，，，，，懂的都懂，，，，，，从侧面看线条，尤其是正后方尾部。,23小时前
163,72786712,榆林车友4058223,1243749,机舱盖支撑万年不变一根铁棍,1天前
164,10764633,零點zG,1243749,影响我单手打方向吗[咒骂][咒骂],1天前
165,100039104,wfgsoeu,1243749,我先来：比亚迪技术领先丰田最少5年，丰田跪求比亚迪出售电池,1天前
166,38476548,schh654321,1243749,看看,1天前
167,5819975,八千里路雲和月,1243749,一看到吹嘘日本人环保、爱护自然就觉得无法理喻，作为一个一年捕杀那么多鲸的民族，做台豪华车不用皮，就说是极致的成本管控不好吗？唱什么高调、立什么牌坊呢？？,1天前
168,229380875,武汉车友9370868,1243749,跑多久趴窝？,1天前
169,1299118,rocwe,1243749,针的 感觉都不如C11,1天前
170,1299118,rocwe,1243749,中控台感觉还比如同平台的丰田和斯巴鲁,1天前
171,24527093,宁波车友3840588,1243749,本质还是个前驱油改电平台,1天前
172,4005747,京FK_Z,1243749,油改电的垃圾铁皮coffin,1天前
173,219962734,剑圣180,1243749,买不起，下一个,1天前
174,23233529,komatsu_pc200,1243749,豪华版bz4x？,1天前
175,128845,鼓捣猫呢,1243749,就看续航和价格了，之前听说丰田的电车要和比亚迪合作,1天前
176,179162851,N811VEL,1243749,斯巴鲁的BZ4X换个车标就变丰田，再换个壳子就是凌志RZ，韭菜多的割不完。再说这个线控转向，英菲尼迪7年前就玩过了。,1天前
177,6492109,无焰煮,1243749,雷萨的外观总是能把我拿捏得死死的，包括LC，除了买不起其他都完美。,1天前
178,232349337,永恒的你3855,1243749,性能车的感觉，不过感觉不怎么高级,1天前
179,217827,贰式Ash,1243749,水军这么多，看来雷车是卖不动了,1天前
180,195160653,Akira_Seiko,1243749,如果40万就行了,1天前
181,3566001,风烟男子,1243749,感觉好别扭的一款车。。设计的太复杂了，不大气，不优美。,1天前
182,314058,德阳车友5683138,1243749,一篇文章有3篇，官方通稿占2篇。,1天前
183,75662355,Dongguyou,1243749,还得厂家教消费者什么是更高层次的豪华？方向盘确实眼前一亮，整体车身设计和size就是一台rx，定位估计就是取代450h去的，进口国内估计得卖个70起，在国产X5面前，这车不压到50左右预计不会比燃油RX卖的好,1天前
184,3395767,dragon76,1243749,内外都比毛豆Y有吸引力多了，如果换电动车应该是我的首选,1天前
185,37283207,驾驶的烦恼,1243749,日本人变态，造的车子也够变态的丑,1天前
186,7530897,汤姆猫327,1243749,续航呢？,1天前
187,3800797,马跟马,1243749,从前机舱盖还是存在手动支杆来说，就能看出，雷克萨斯还是读不懂中国消费者心声！从整体造型来说，就是RX的facelifit，没什么新意，也挑不出什么毛病，一贯的日系混淆视听风格。而那款概念车就显得更加可笑了。比较实车，没看出有半毛钱关系。颜值方面，我们很多新品牌，都可以从容地去挑战多数日系车型了。线控转向是RZ 450e一大亮点！这点很赞许日本人工程技术人员在技术与驾驶层面的研究精神，这点值得我们的工程师好好去挖掘、学习。,1天前
188,14653129,flyingpig114,1243749,看完这个明白了，电动新势力还有很长的路要走，少吹点牛吧,1天前
189,22812821,woshicheshou,1243749,这个车身颜色应该是叫古铜色？,1天前
190,22812821,woshicheshou,1243749,握着这异形方向盘开车应该像手游里开车的感觉。习惯了一样。,1天前
191,240429517,成都车友1496180,200000623,[吃瓜群众],22小时前
192,240429517,成都车友1496180,200000623,[吃瓜群众],22小时前
193,240429517,成都车友1496180,200000623,[吃瓜群众],22小时前
194,240429517,成都车友1496180,200000623,[吃瓜群众],23小时前
195,4444519,宁静致远勇往直前,200000623,新飞度买来半年，油耗动力都不错，就是希望减震能再好点,1天前
196,7529958,armin201314,200000623,一会儿9.48、一会儿10.55,1天前
197,20492503,流浪猫718,200000623,[棒棒哒],1天前
198,240429517,成都车友1496180,200000622,[吃瓜群众],23小时前
199,20492503,流浪猫718,200000622,[棒棒哒],1天前
200,4786888,哭泣DE鱼,200000622,鬼火版？我第一眼看成这了。,3天前
201,21693189,Russellhm,1243640,在奔驰EQS之后，又一款纯电动轿车EQE发布，我们在海外独家试驾了这款车型，未来它将以国产的身份进入国内，以它的实力来看能否吸引您购买呢？尺寸与智己L7和蔚来ET7相似您更青睐谁？,4天前
202,5799545,gasstyle,1243640,自主品牌车主买一辆车，至少5%的购车成本都被厂家用来雇水军了，买车前骗消费者入坑，卖车后出问题出来洗地，这钱花的真值,2天前
203,11554459,廊坊车友0498165,1243640,奔驰还是奔驰,2天前
204,1884103,设计失控2009,1243640,我的老天，这个前脸是真的一塌糊涂了，,2天前
205,2425988,龙岗菜刀,1243640,酷,2天前
206,178154590,青岛车友2861658,1243640,国际大厂大规模推进电动化后，国内汽车品牌按当前的量至少要洗掉60%~70%,2天前
207,12166640,三段媒介,1243640,电动车还买外国的简直智商税,2天前
208,12166640,三段媒介,1243640,6.4秒大马力，垃圾动力就别拿出来啦。续航谈都不敢谈？,2天前
209,3778968,翱翔Allan,1243640,前脸跟本田几款车很像，这是未来电动化的方向么？真有点接受不了。。。欧洲人的设计真得适应些年。,2天前
210,7931433,可怜的房东,1243640,这车前后悬怎么那么短？看着像思域一样,2天前
211,680145,kkhki,1243640,奔驰这种底蕴豪华品牌只要发力上来是很快的，外观设计还是很有气势的。,2天前
212,14570036,aqy86wpg5,1243640,还不如比亚迪 呵呵,3天前
213,15104554,Onmyway_zhbo,1243640,为了电而电，尴尬,3天前
214,435582,thinkpad88,1243640,这台试驾车这也选装，那也选装，当然开起来质感好了，到时候上市的车这也没有，那也没有，还能有这质感？咱老百姓就是这么命苦，坑爹的厂家！！！,3天前
215,1438333,深圳车友3192661,1243640,电池时代已经没有优势了。,3天前
216,4200738,下岗的天使,1243640,还不错,3天前
217,12486544,jaygtr,1243640,这后排角度，长度牛批~舔粉们赶紧冲,3天前
218,1638464,hx5879,1243640,"别说EQE,就是你大哥EQS后排角度都跟小板凳似的。。。什么 意思，闹着玩儿？？？",3天前
219,17440269,wapsaras,1243640,这个价位，我选择et7，别的不提，颜值就吊打了。这个价位，性能都是过剩，配置都是足够，比拼的就是设计和细节感受了。,3天前
220,96288513,ahi27jpx4,1243640,奔驰电车销量差，主要原因不是贵，而是丑，外形真的丑。,3天前
221,48204281,我想说你1211,1243640,丑出翔,3天前
222,3744377,fsfyx,1243640,这外观是要功能性放弃颜值了,3天前
223,298038,yt_qxd,1243640,这设计的，歪瓜裂枣的怎么,3天前
224,27497128,一切只为等你,1243640,没有一点E级的风范。,3天前
225,786391,sanpilang,1243640,哦,3天前
226,37190569,枫叶de幸福,1243640,要没有大奔标，你看谁还会说好,3天前
227,7745798,kh_siman,1243640,奔驰卡罗拉,3天前
228,90747917,Happynewyear2022,1243640,真他么丑,3天前
229,1618163,A301,1243640,在4儿子见过EQC实车，真不好看，不如油车漂亮，而且装上绿色新能源牌照更特么难看。,3天前
230,72729162,持之以恒0709,1243640,为什么会有这么丑的外观,3天前
231,48847228,qinqindudu,1243640,真丑，奔驰的纯电真丑,3天前
232,234704167,东莞车友2339723,1243640,666,3天前
233,72341859,好男人壮壮,1243640,丑的让人没眼看,3天前
234,97437657,麦克大都督,1243640,起价低于80个都对不起这三叉星辉,3天前
235,9349206,ck_wanzi,1243640,奔驰电动车只能卖标了,3天前
236,238299953,莱克因蓝21克,1243640,除了福特电马，可以说其他没一个帅的,3天前
237,79947977,ppcc1988,1243640,是真的丑，奔驰的纯电动车能不能出一款里程碑式的，有突破性外观的车？,3天前
238,13792265,越南老,1243640,除了内饰 拿什么和国产品牌比,3天前
239,1448792,ufolds,1243640,EQS EQE后排设计很垃圾 就像做小板凳。。。奔驰做电动车还是不行 这点看看比亚迪汉 同样是轿车 后排座椅就不是这样， 还有侧面很像 腾势2014款 拍扁的样子。。。,3天前
240,26186472,东南DX73,1243640,奔驰除了外观动力，内饰豪华和氛围灯真他妈没得说，,3天前
241,5465912,飚速前行,1243640,这是大众凌度设计师改款的吗,3天前
242,4172483,nevermark,1243640,真是太难看了,3天前
243,24285162,靠右边开车的左撇子,1243640,外观好丑啊,3天前
244,16659627,涛涛虎子,1243640,丑爆了，就这个水平？,3天前
245,7690232,少年轰隆隆,1243640,这不是别克吗？,3天前
246,11063028,邱晓婷,1243640,^_^j y&apos;,3天前
247,198092330,河池车友6259087,1243640,这才是汽车发明者，在次发明车,3天前
248,185577387,吕梁车友9431619,1243640,到国内不得70万起售？太贵了,3天前
249,82083498,大连车友0058662,1243640,几十年之后电动车达到饱和，和电池污染指数也达到临界点，人类会不会在发展太阳能汽车？？？,3天前
250,10075407,卧虎藏蛇,1243640,可以说有做工的电动车。,3天前
251,71683281,尤冬青,1243558,大家好，我是本文作者，有关于EQS的问题欢迎评论或私信我，我尽力为大家解答。,5天前
252,238531491,进击的車車,1243558,蝶妹,1天前
253,10337864,凉意9214,1243558,刹车测试的驾驶员的头发可不怎么稳健~~,1天前
254,238369188,吞下余辉,1243558,此次测试我们使用了最新版本的汽车之家EV AH-100测试标准，与最初的标准相比，新标准在一些测试细节和结果展示上作出了调整,1天前
255,786391,sanpilang,1243558,哦,1天前
256,2065224,sushilang,1243558,隔音真的有这么牛？<br/>再看看价格，恩，点关闭。,1天前
257,4180582,奔腾奔驰,1243558,被首图骗进来的。本来满心欢喜，高速续航707KM。谁知，原来是90KM/H的高速巡航。试问这速度，这个续航，这个电耗有什么意义。测一下120KM的续航和电耗吧。<br/>100多万的车啊。总得有些10几20万的电车不能企及的特性才显这个100玩的价值吧。总不能一直卖车标吧。,1天前
